text,label
quick i think someone is stalking me now,FOLLOWING
quick this place feels unsafe immediately,THREAT
help someone is harassing me immediately,HARASSMENT
quick someone is attacking me immediately,EMERGENCY
quick i am safe now asap,SAFE
please a man is walking behind me immediately,FOLLOWING
help someone is following me,FOLLOWING
help i feel uncomfortable with someone immediately,HARASSMENT
please this place feels unsafe asap,THREAT
please someone is harassing me asap,HARASSMENT
help i feel like i'm being watched immediately,FOLLOWING
please give me safety tips please,PREVENTION
help everything is okay please,SAFE
please i am being assaulted immediately,EMERGENCY
please someone is yelling threats immediately,THREAT
please how to stay safe at night,PREVENTION
please everything is okay,SAFE
help i am scared right now now,THREAT
urgent i am getting inappropriate comments now,HARASSMENT
help someone is harassing me now,HARASSMENT
help i feel secure please,SAFE
please i am in danger now,EMERGENCY
quick i feel secure immediately,SAFE
help i am safe now now,SAFE
quick i think someone is stalking me asap,FOLLOWING
please i reached home safely,SAFE
i think someone is stalking me now,FOLLOWING
help safety precautions for women now,PREVENTION
help give me safety tips immediately,PREVENTION
please no problem now please,SAFE
please a man is walking behind me immediately,FOLLOWING
please i feel secure please,SAFE
someone is chasing me immediately,FOLLOWING
help i am scared right now please,THREAT
urgent i feel secure asap,SAFE
please i feel like i'm being watched,FOLLOWING
please how can i protect myself asap,PREVENTION
help i reached home safely asap,SAFE
please how to stay safe at night,PREVENTION
safety precautions for women,PREVENTION
quick this place feels unsafe immediately,THREAT
please i am scared right now asap,THREAT
urgent i reached home safely please,SAFE
quick he is abusing me now,HARASSMENT
quick ways to stay safe while traveling asap,PREVENTION
quick i am being assaulted asap,EMERGENCY
help someone broke into my house,EMERGENCY
i am in danger now,EMERGENCY
help i am scared right now immediately,THREAT
please he is abusing me please,HARASSMENT
please i think someone is stalking me,FOLLOWING
someone is harassing me immediately,HARASSMENT
urgent i am getting inappropriate comments immediately,HARASSMENT
help a man is walking behind me,FOLLOWING
everything is okay immediately,SAFE
please how can i protect myself immediately,PREVENTION
urgent ways to stay safe while traveling,PREVENTION
please safety precautions for women asap,PREVENTION
i reached home safely please,SAFE
quick i am getting inappropriate comments please,HARASSMENT
help i feel secure now,SAFE
urgent how can i protect myself,PREVENTION
someone broke into my house please,EMERGENCY
someone is bothering me immediately,HARASSMENT
quick someone is harassing me immediately,HARASSMENT
quick someone is chasing me asap,FOLLOWING
help give me safety tips,PREVENTION
quick someone is harassing me now,HARASSMENT
help ways to stay safe while traveling please,PREVENTION
please someone is bothering me asap,HARASSMENT
please someone is attacking me asap,EMERGENCY
urgent ways to stay safe while traveling please,PREVENTION
help ways to stay safe while traveling,PREVENTION
a man is walking behind me,FOLLOWING
urgent how to stay safe at night now,PREVENTION
help everything is okay immediately,SAFE
quick someone is chasing me asap,FOLLOWING
quick someone is bothering me,HARASSMENT
quick i am safe now,SAFE
ways to stay safe while traveling now,PREVENTION
no problem now now,SAFE
someone is harassing me,HARASSMENT
urgent someone is yelling threats immediately,THREAT
i am in danger please,EMERGENCY
help i am being assaulted now,EMERGENCY
please how to stay safe at night please,PREVENTION
safety precautions for women asap,PREVENTION
help me please now,EMERGENCY
help safety precautions for women,PREVENTION
please i reached home safely please,SAFE
no problem now immediately,SAFE
someone broke into my house now,EMERGENCY
i think someone is stalking me asap,FOLLOWING
i feel uncomfortable with someone immediately,HARASSMENT
help everything is okay,SAFE
please someone is attacking me,EMERGENCY
help i feel like i'm being watched asap,FOLLOWING
please a man is walking behind me asap,FOLLOWING
quick someone is attacking me immediately,EMERGENCY
urgent this area is dangerous now,THREAT
urgent i feel like i'm being watched please,FOLLOWING
give me safety tips now,PREVENTION
urgent i am scared right now please,THREAT
quick someone is yelling threats immediately,THREAT
please i am in danger immediately,EMERGENCY
i feel secure immediately,SAFE
quick ways to stay safe while traveling please,PREVENTION
urgent i am safe now,SAFE
please i am safe now now,SAFE
please no problem now now,SAFE
help he is abusing me now,HARASSMENT
urgent someone is bothering me please,HARASSMENT
urgent give me safety tips immediately,PREVENTION
urgent everything is okay please,SAFE
urgent i feel threatened asap,THREAT
help everything is okay asap,SAFE
help someone is yelling threats,THREAT
urgent i am getting inappropriate comments asap,HARASSMENT
quick how to stay safe at night please,PREVENTION
i am being assaulted,EMERGENCY
help a man is walking behind me asap,FOLLOWING
quick i feel uncomfortable with someone asap,HARASSMENT
help someone is following me,FOLLOWING
please i think someone is stalking me asap,FOLLOWING
help everything is okay asap,SAFE
quick i am scared right now,THREAT
quick i am in danger immediately,EMERGENCY
urgent how to stay safe at night please,PREVENTION
i feel threatened asap,THREAT
please someone is harassing me please,HARASSMENT
help help me please,EMERGENCY
help someone is bothering me now,HARASSMENT
ways to stay safe while traveling immediately,PREVENTION
ways to stay safe while traveling,PREVENTION
please he is abusing me now,HARASSMENT
i feel uncomfortable with someone immediately,HARASSMENT
quick this area is dangerous,THREAT
please someone is attacking me please,EMERGENCY
quick he is abusing me now,HARASSMENT
i am scared right now now,THREAT
quick how can i protect myself immediately,PREVENTION
help a man is walking behind me asap,FOLLOWING
someone is attacking me immediately,EMERGENCY
quick safety precautions for women now,PREVENTION
urgent this area is dangerous immediately,THREAT
urgent this area is dangerous asap,THREAT
urgent someone is attacking me please,EMERGENCY
urgent someone is harassing me,HARASSMENT
how to stay safe at night now,PREVENTION
quick how can i protect myself please,PREVENTION
urgent someone is attacking me immediately,EMERGENCY
quick safety precautions for women,PREVENTION
quick i feel like i'm being watched asap,FOLLOWING
urgent someone is following me immediately,FOLLOWING
this area is dangerous,THREAT
quick i feel threatened immediately,THREAT
urgent help me please now,EMERGENCY
someone is following me please,FOLLOWING
i am safe now now,SAFE
urgent someone is attacking me asap,EMERGENCY
please this place feels unsafe please,THREAT
please i feel like i'm being watched now,FOLLOWING
please someone is chasing me please,FOLLOWING
please ways to stay safe while traveling immediately,PREVENTION
someone is yelling threats please,THREAT
i am safe now now,SAFE
help i am safe now asap,SAFE
quick i am in danger asap,EMERGENCY
urgent i feel like i'm being watched please,FOLLOWING
help ways to stay safe while traveling immediately,PREVENTION
urgent someone is attacking me,EMERGENCY
urgent someone is bothering me now,HARASSMENT
i feel like i'm being watched please,FOLLOWING
quick i feel uncomfortable with someone,HARASSMENT
please someone is bothering me,HARASSMENT
please i feel threatened immediately,THREAT
i am getting inappropriate comments asap,HARASSMENT
please i feel threatened,THREAT
urgent a man is walking behind me,FOLLOWING
quick i reached home safely now,SAFE
help i am safe now now,SAFE
i feel uncomfortable with someone immediately,HARASSMENT
quick everything is okay,SAFE
help i am scared right now please,THREAT
help i am in danger asap,EMERGENCY
please i am getting inappropriate comments immediately,HARASSMENT
please give me safety tips,PREVENTION
urgent give me safety tips now,PREVENTION
help this area is dangerous,THREAT
quick i am safe now now,SAFE
urgent i feel like i'm being watched please,FOLLOWING
someone is bothering me,HARASSMENT
please i think someone is stalking me please,FOLLOWING
help i am scared right now immediately,THREAT
urgent i am being assaulted now,EMERGENCY
i feel threatened,THREAT
quick help me please please,EMERGENCY
urgent someone is following me asap,FOLLOWING
help i reached home safely immediately,SAFE
quick someone is following me,FOLLOWING
please i am being assaulted asap,EMERGENCY
quick help me please now,EMERGENCY
help i reached home safely asap,SAFE
quick this area is dangerous immediately,THREAT
quick i feel secure,SAFE
i think someone is stalking me please,FOLLOWING
he is abusing me immediately,HARASSMENT
help someone is attacking me please,EMERGENCY
help ways to stay safe while traveling now,PREVENTION
quick no problem now asap,SAFE
quick safety precautions for women please,PREVENTION
urgent someone is chasing me asap,FOLLOWING
quick give me safety tips,PREVENTION
help ways to stay safe while traveling asap,PREVENTION
please someone is harassing me asap,HARASSMENT
help i am in danger,EMERGENCY
i feel like i'm being watched,FOLLOWING
someone is yelling threats immediately,THREAT
urgent someone is yelling threats now,THREAT
quick i am in danger asap,EMERGENCY
please how to stay safe at night please,PREVENTION
please this area is dangerous,THREAT
i feel like i'm being watched asap,FOLLOWING
urgent i feel threatened immediately,THREAT
help someone broke into my house,EMERGENCY
quick i am safe now asap,SAFE
please i feel threatened please,THREAT
i am scared right now now,THREAT
quick someone broke into my house asap,EMERGENCY
urgent someone is following me immediately,FOLLOWING
someone is yelling threats please,THREAT
help ways to stay safe while traveling,PREVENTION
please i feel like i'm being watched now,FOLLOWING
quick how to stay safe at night asap,PREVENTION
urgent i reached home safely please,SAFE
please he is abusing me immediately,HARASSMENT
quick i feel like i'm being watched now,FOLLOWING
help this area is dangerous now,THREAT
quick someone is bothering me immediately,HARASSMENT
urgent i am safe now asap,SAFE
someone is yelling threats please,THREAT
urgent i reached home safely asap,SAFE
help i think someone is stalking me asap,FOLLOWING
help safety precautions for women please,PREVENTION
help i reached home safely asap,SAFE
please someone is harassing me immediately,HARASSMENT
urgent someone is harassing me,HARASSMENT
please someone is yelling threats immediately,THREAT
no problem now immediately,SAFE
help i reached home safely immediately,SAFE
safety precautions for women now,PREVENTION
i reached home safely asap,SAFE
please help me please asap,EMERGENCY
someone is attacking me please,EMERGENCY
help how can i protect myself now,PREVENTION
quick give me safety tips,PREVENTION
quick i am in danger please,EMERGENCY
urgent i feel uncomfortable with someone now,HARASSMENT
please someone is chasing me now,FOLLOWING
this place feels unsafe immediately,THREAT
urgent someone broke into my house immediately,EMERGENCY
someone is harassing me immediately,HARASSMENT
please i feel threatened asap,THREAT
help this place feels unsafe now,THREAT
ways to stay safe while traveling immediately,PREVENTION
i feel uncomfortable with someone asap,HARASSMENT
help this area is dangerous please,THREAT
help i feel like i'm being watched please,FOLLOWING
urgent i am getting inappropriate comments,HARASSMENT
quick help me please immediately,EMERGENCY
quick this place feels unsafe immediately,THREAT
how to stay safe at night,PREVENTION
urgent give me safety tips please,PREVENTION
give me safety tips asap,PREVENTION
urgent i am in danger immediately,EMERGENCY
quick someone is chasing me please,FOLLOWING
this place feels unsafe please,THREAT
please someone is chasing me now,FOLLOWING
please this place feels unsafe asap,THREAT
help i am scared right now,THREAT
quick i feel threatened now,THREAT
urgent no problem now,SAFE
quick this area is dangerous please,THREAT
urgent he is abusing me asap,HARASSMENT
ways to stay safe while traveling immediately,PREVENTION
quick everything is okay please,SAFE
urgent help me please please,EMERGENCY
urgent i feel secure,SAFE
he is abusing me please,HARASSMENT
quick no problem now immediately,SAFE
help everything is okay immediately,SAFE
quick someone is yelling threats please,THREAT
quick safety precautions for women immediately,PREVENTION
urgent everything is okay now,SAFE
please i am being assaulted immediately,EMERGENCY
quick he is abusing me,HARASSMENT
please someone is yelling threats immediately,THREAT
he is abusing me please,HARASSMENT
help i am in danger,EMERGENCY
quick this area is dangerous asap,THREAT
quick ways to stay safe while traveling,PREVENTION
please i feel secure please,SAFE
help how can i protect myself,PREVENTION
please everything is okay now,SAFE
quick help me please now,EMERGENCY
urgent i feel threatened,THREAT
ways to stay safe while traveling please,PREVENTION
help this place feels unsafe,THREAT
quick someone is yelling threats please,THREAT
quick everything is okay,SAFE
help a man is walking behind me asap,FOLLOWING
help safety precautions for women now,PREVENTION
quick i am being assaulted immediately,EMERGENCY
someone is attacking me immediately,EMERGENCY
please i am safe now immediately,SAFE
help i feel uncomfortable with someone please,HARASSMENT
quick someone is bothering me,HARASSMENT
he is abusing me now,HARASSMENT
please i am scared right now please,THREAT
please help me please please,EMERGENCY
quick someone is attacking me please,EMERGENCY
help me please now,EMERGENCY
please i am being assaulted,EMERGENCY
how can i protect myself asap,PREVENTION
urgent i am getting inappropriate comments immediately,HARASSMENT
urgent safety precautions for women please,PREVENTION
quick i think someone is stalking me asap,FOLLOWING
urgent give me safety tips please,PREVENTION
help how can i protect myself now,PREVENTION
urgent someone is chasing me asap,FOLLOWING
i am being assaulted asap,EMERGENCY
please i am scared right now please,THREAT
please how can i protect myself,PREVENTION
please this place feels unsafe now,THREAT
quick how can i protect myself immediately,PREVENTION
help me please immediately,EMERGENCY
please i feel uncomfortable with someone immediately,HARASSMENT
help someone is attacking me now,EMERGENCY
no problem now now,SAFE
please i feel secure asap,SAFE
please safety precautions for women please,PREVENTION
please he is abusing me now,HARASSMENT
a man is walking behind me now,FOLLOWING
quick give me safety tips please,PREVENTION
someone is chasing me please,FOLLOWING
ways to stay safe while traveling please,PREVENTION
help a man is walking behind me,FOLLOWING
please i am being assaulted now,EMERGENCY
quick this place feels unsafe immediately,THREAT
no problem now please,SAFE
help i am being assaulted please,EMERGENCY
no problem now immediately,SAFE
i think someone is stalking me please,FOLLOWING
please someone is bothering me asap,HARASSMENT
urgent someone is attacking me immediately,EMERGENCY
quick i feel threatened immediately,THREAT
please someone is attacking me asap,EMERGENCY
someone is chasing me immediately,FOLLOWING
please give me safety tips immediately,PREVENTION
i feel secure now,SAFE
please no problem now now,SAFE
someone is chasing me please,FOLLOWING
please this place feels unsafe now,THREAT
quick i am safe now asap,SAFE
urgent someone broke into my house asap,EMERGENCY
quick i am in danger asap,EMERGENCY
quick someone is yelling threats now,THREAT
please someone is following me,FOLLOWING
quick i feel uncomfortable with someone please,HARASSMENT
please give me safety tips now,PREVENTION
please how can i protect myself immediately,PREVENTION
please i feel secure please,SAFE
please how can i protect myself immediately,PREVENTION
urgent give me safety tips immediately,PREVENTION
quick give me safety tips now,PREVENTION
please someone broke into my house please,EMERGENCY
help help me please now,EMERGENCY
please someone broke into my house now,EMERGENCY
urgent a man is walking behind me,FOLLOWING
please i feel threatened please,THREAT
safety precautions for women please,PREVENTION
please everything is okay please,SAFE
i am being assaulted please,EMERGENCY
please i am scared right now asap,THREAT
i am being assaulted immediately,EMERGENCY
quick i am in danger immediately,EMERGENCY
help someone is attacking me immediately,EMERGENCY
help someone is yelling threats immediately,THREAT
please someone is harassing me now,HARASSMENT
quick give me safety tips please,PREVENTION
quick give me safety tips now,PREVENTION
he is abusing me immediately,HARASSMENT
please i am being assaulted immediately,EMERGENCY
quick i feel threatened please,THREAT
this area is dangerous immediately,THREAT
someone is attacking me please,EMERGENCY
urgent i am safe now please,SAFE
someone is attacking me please,EMERGENCY
quick a man is walking behind me,FOLLOWING
help someone is chasing me immediately,FOLLOWING
please someone is following me,FOLLOWING
help someone is chasing me immediately,FOLLOWING
quick everything is okay,SAFE
help i feel like i'm being watched,FOLLOWING
help give me safety tips,PREVENTION
please i reached home safely immediately,SAFE
help i am safe now please,SAFE
please i am scared right now now,THREAT
urgent someone is yelling threats please,THREAT
urgent this place feels unsafe now,THREAT
quick give me safety tips immediately,PREVENTION
i reached home safely,SAFE
quick this area is dangerous please,THREAT
i am safe now asap,SAFE
urgent ways to stay safe while traveling please,PREVENTION
quick someone is following me,FOLLOWING
quick someone is attacking me please,EMERGENCY
please a man is walking behind me please,FOLLOWING
someone is harassing me immediately,HARASSMENT
urgent someone is bothering me now,HARASSMENT
help i am scared right now asap,THREAT
help someone is chasing me asap,FOLLOWING
please someone is following me immediately,FOLLOWING
please give me safety tips asap,PREVENTION
quick i feel like i'm being watched asap,FOLLOWING
how to stay safe at night please,PREVENTION
someone is bothering me asap,HARASSMENT
quick give me safety tips now,PREVENTION
he is abusing me asap,HARASSMENT
someone is harassing me please,HARASSMENT
help i think someone is stalking me immediately,FOLLOWING
quick someone is yelling threats please,THREAT
i am scared right now immediately,THREAT
urgent safety precautions for women,PREVENTION
quick how to stay safe at night please,PREVENTION
someone is following me now,FOLLOWING
quick this area is dangerous,THREAT
urgent everything is okay now,SAFE
urgent i feel uncomfortable with someone asap,HARASSMENT
quick help me please now,EMERGENCY
quick someone is yelling threats,THREAT
urgent someone is chasing me please,FOLLOWING
i feel like i'm being watched asap,FOLLOWING
quick someone is chasing me now,FOLLOWING
give me safety tips please,PREVENTION
urgent i feel threatened,THREAT
urgent someone is attacking me immediately,EMERGENCY
ways to stay safe while traveling asap,PREVENTION
please how can i protect myself please,PREVENTION
this area is dangerous now,THREAT
quick give me safety tips,PREVENTION
quick how can i protect myself asap,PREVENTION
please someone is bothering me asap,HARASSMENT
quick ways to stay safe while traveling asap,PREVENTION
help me please please,EMERGENCY
quick give me safety tips immediately,PREVENTION
urgent i feel threatened please,THREAT
please i feel uncomfortable with someone immediately,HARASSMENT
please i am in danger asap,EMERGENCY
please i am safe now now,SAFE
i reached home safely please,SAFE
quick this place feels unsafe now,THREAT
please someone is chasing me asap,FOLLOWING
help how can i protect myself asap,PREVENTION
please this area is dangerous immediately,THREAT
quick i am safe now,SAFE
quick how can i protect myself,PREVENTION
urgent how to stay safe at night now,PREVENTION
quick someone is yelling threats,THREAT
i think someone is stalking me now,FOLLOWING
please safety precautions for women,PREVENTION
please someone broke into my house please,EMERGENCY
urgent give me safety tips now,PREVENTION
help safety precautions for women,PREVENTION
urgent this place feels unsafe immediately,THREAT
help ways to stay safe while traveling please,PREVENTION
please i am in danger now,EMERGENCY
help i am being assaulted asap,EMERGENCY
quick i am scared right now immediately,THREAT
quick everything is okay asap,SAFE
help i feel like i'm being watched now,FOLLOWING
i reached home safely asap,SAFE
quick i reached home safely asap,SAFE
quick this area is dangerous asap,THREAT
please someone is bothering me immediately,HARASSMENT
quick someone is yelling threats asap,THREAT
urgent i feel secure please,SAFE
quick this place feels unsafe now,THREAT
quick i am safe now,SAFE
help someone is harassing me,HARASSMENT
quick someone is yelling threats,THREAT
please help me please now,EMERGENCY
help he is abusing me please,HARASSMENT
urgent this area is dangerous please,THREAT
help give me safety tips now,PREVENTION
please this place feels unsafe please,THREAT
urgent i feel secure asap,SAFE
please how to stay safe at night,PREVENTION
a man is walking behind me immediately,FOLLOWING
help i feel secure asap,SAFE
quick i feel secure immediately,SAFE
quick someone is following me immediately,FOLLOWING
urgent help me please,EMERGENCY
please how to stay safe at night now,PREVENTION
urgent someone is attacking me immediately,EMERGENCY
please how to stay safe at night immediately,PREVENTION
help i feel uncomfortable with someone now,HARASSMENT
please i feel threatened immediately,THREAT
quick no problem now immediately,SAFE
give me safety tips now,PREVENTION
help i reached home safely now,SAFE
help he is abusing me,HARASSMENT
urgent someone is attacking me immediately,EMERGENCY
help he is abusing me immediately,HARASSMENT
someone is yelling threats please,THREAT
urgent this place feels unsafe please,THREAT
i feel like i'm being watched immediately,FOLLOWING
help a man is walking behind me please,FOLLOWING
help i reached home safely asap,SAFE
help someone is yelling threats please,THREAT
help safety precautions for women immediately,PREVENTION
please ways to stay safe while traveling,PREVENTION
someone is harassing me immediately,HARASSMENT
quick i am scared right now please,THREAT
i feel like i'm being watched asap,FOLLOWING
please this area is dangerous immediately,THREAT
please i am being assaulted now,EMERGENCY
urgent i feel secure,SAFE
please i reached home safely,SAFE
quick i feel like i'm being watched,FOLLOWING
quick i am in danger please,EMERGENCY
urgent safety precautions for women,PREVENTION
how to stay safe at night now,PREVENTION
please someone broke into my house asap,EMERGENCY
urgent someone is following me now,FOLLOWING
urgent i am scared right now,THREAT
please i think someone is stalking me,FOLLOWING
quick no problem now asap,SAFE
quick i think someone is stalking me asap,FOLLOWING
quick someone broke into my house,EMERGENCY
help someone is attacking me,EMERGENCY
help i feel like i'm being watched,FOLLOWING
quick how to stay safe at night please,PREVENTION
quick a man is walking behind me now,FOLLOWING
help ways to stay safe while traveling please,PREVENTION
help how to stay safe at night,PREVENTION
please this area is dangerous immediately,THREAT
urgent someone is harassing me asap,HARASSMENT
quick someone is bothering me,HARASSMENT
urgent i think someone is stalking me now,FOLLOWING
i feel uncomfortable with someone now,HARASSMENT
please how can i protect myself asap,PREVENTION
quick he is abusing me now,HARASSMENT
help i feel secure please,SAFE
please someone is following me immediately,FOLLOWING
no problem now please,SAFE
help no problem now,SAFE
quick how can i protect myself asap,PREVENTION
someone is following me please,FOLLOWING
safety precautions for women asap,PREVENTION
quick someone is bothering me immediately,HARASSMENT
urgent i am getting inappropriate comments now,HARASSMENT
quick how can i protect myself asap,PREVENTION
someone is harassing me immediately,HARASSMENT
help ways to stay safe while traveling now,PREVENTION
help he is abusing me please,HARASSMENT
quick i am in danger,EMERGENCY
quick how to stay safe at night asap,PREVENTION
urgent everything is okay immediately,SAFE
help someone is following me asap,FOLLOWING
i reached home safely asap,SAFE
please i am in danger now,EMERGENCY
urgent how to stay safe at night please,PREVENTION
quick give me safety tips,PREVENTION
help i feel threatened,THREAT
help give me safety tips please,PREVENTION
urgent this place feels unsafe now,THREAT
help i am safe now now,SAFE
quick someone is yelling threats immediately,THREAT
quick everything is okay please,SAFE
i am safe now now,SAFE
quick safety precautions for women please,PREVENTION
quick ways to stay safe while traveling now,PREVENTION
help someone is yelling threats please,THREAT
safety precautions for women asap,PREVENTION
quick no problem now asap,SAFE
urgent i am safe now now,SAFE
please i think someone is stalking me asap,FOLLOWING
quick someone is harassing me asap,HARASSMENT
quick someone is harassing me immediately,HARASSMENT
urgent someone is following me immediately,FOLLOWING
please give me safety tips please,PREVENTION
please someone broke into my house now,EMERGENCY
i reached home safely asap,SAFE
quick i feel like i'm being watched now,FOLLOWING
help everything is okay,SAFE
help everything is okay immediately,SAFE
i am in danger,EMERGENCY
help help me please now,EMERGENCY
help this place feels unsafe please,THREAT
this place feels unsafe immediately,THREAT
help how can i protect myself immediately,PREVENTION
i am being assaulted now,EMERGENCY
quick safety precautions for women now,PREVENTION
urgent i am safe now,SAFE
urgent this area is dangerous immediately,THREAT
urgent i am getting inappropriate comments now,HARASSMENT
i am safe now,SAFE
please i am safe now please,SAFE
please someone broke into my house now,EMERGENCY
help this area is dangerous immediately,THREAT
help i am getting inappropriate comments,HARASSMENT
help someone is attacking me now,EMERGENCY
help me please asap,EMERGENCY
quick someone is harassing me,HARASSMENT
help help me please immediately,EMERGENCY
quick how to stay safe at night now,PREVENTION
everything is okay please,SAFE
please someone is following me,FOLLOWING
i am being assaulted asap,EMERGENCY
someone is attacking me asap,EMERGENCY
i am scared right now immediately,THREAT
someone is bothering me,HARASSMENT
help someone is bothering me please,HARASSMENT
help i feel like i'm being watched asap,FOLLOWING
help i feel like i'm being watched,FOLLOWING
urgent i am scared right now immediately,THREAT
quick someone broke into my house asap,EMERGENCY
quick i am getting inappropriate comments,HARASSMENT
ways to stay safe while traveling immediately,PREVENTION
quick he is abusing me please,HARASSMENT
help someone is attacking me immediately,EMERGENCY
please i am being assaulted immediately,EMERGENCY
help someone is bothering me immediately,HARASSMENT
help i feel like i'm being watched immediately,FOLLOWING
help someone is yelling threats now,THREAT
give me safety tips,PREVENTION
someone is chasing me,FOLLOWING
quick help me please,EMERGENCY
quick someone is chasing me,FOLLOWING
i feel threatened immediately,THREAT
please he is abusing me,HARASSMENT
please i reached home safely asap,SAFE
urgent everything is okay now,SAFE
urgent i feel uncomfortable with someone asap,HARASSMENT
urgent safety precautions for women immediately,PREVENTION
i feel uncomfortable with someone,HARASSMENT
urgent someone is yelling threats now,THREAT
quick i am getting inappropriate comments immediately,HARASSMENT
urgent i feel uncomfortable with someone immediately,HARASSMENT
please this area is dangerous,THREAT
please no problem now please,SAFE
help safety precautions for women,PREVENTION
please i feel uncomfortable with someone now,HARASSMENT
urgent i am in danger please,EMERGENCY
urgent help me please please,EMERGENCY
urgent someone is bothering me,HARASSMENT
this place feels unsafe,THREAT
quick i am in danger asap,EMERGENCY
urgent i am safe now asap,SAFE
help i am getting inappropriate comments please,HARASSMENT
help i reached home safely please,SAFE
no problem now please,SAFE
please someone is attacking me please,EMERGENCY
help i am getting inappropriate comments immediately,HARASSMENT
help i feel uncomfortable with someone now,HARASSMENT
someone is harassing me now,HARASSMENT
quick someone is chasing me immediately,FOLLOWING
everything is okay now,SAFE
quick everything is okay immediately,SAFE
please ways to stay safe while traveling asap,PREVENTION
help someone is yelling threats now,THREAT
quick he is abusing me,HARASSMENT
i am in danger now,EMERGENCY
someone broke into my house asap,EMERGENCY
quick i am safe now please,SAFE
help someone is bothering me immediately,HARASSMENT
how to stay safe at night,PREVENTION
help someone is following me asap,FOLLOWING
quick ways to stay safe while traveling,PREVENTION
a man is walking behind me asap,FOLLOWING
everything is okay immediately,SAFE
quick someone is yelling threats immediately,THREAT
please i feel secure please,SAFE
this place feels unsafe asap,THREAT
urgent i am scared right now immediately,THREAT
quick someone is yelling threats,THREAT
help i am safe now immediately,SAFE
help someone is yelling threats immediately,THREAT
i feel secure now,SAFE
urgent i am getting inappropriate comments now,HARASSMENT
quick everything is okay now,SAFE
please i feel uncomfortable with someone please,HARASSMENT
please i am getting inappropriate comments now,HARASSMENT
help no problem now please,SAFE
urgent someone is yelling threats now,THREAT
quick this area is dangerous now,THREAT
help i think someone is stalking me immediately,FOLLOWING
quick i am being assaulted please,EMERGENCY
help everything is okay asap,SAFE
please ways to stay safe while traveling now,PREVENTION
someone is bothering me please,HARASSMENT
please how to stay safe at night now,PREVENTION
help give me safety tips immediately,PREVENTION
i am getting inappropriate comments now,HARASSMENT
help me please please,EMERGENCY
someone is bothering me immediately,HARASSMENT
i feel threatened,THREAT
urgent someone broke into my house immediately,EMERGENCY
someone is attacking me please,EMERGENCY
please i feel secure asap,SAFE
safety precautions for women immediately,PREVENTION
urgent i am being assaulted asap,EMERGENCY
please i reached home safely,SAFE
help i feel uncomfortable with someone now,HARASSMENT
someone is harassing me now,HARASSMENT
quick everything is okay asap,SAFE
quick i feel uncomfortable with someone,HARASSMENT
urgent i feel uncomfortable with someone asap,HARASSMENT
urgent safety precautions for women please,PREVENTION
help no problem now please,SAFE
no problem now asap,SAFE
i am scared right now now,THREAT
this place feels unsafe now,THREAT
help i am scared right now please,THREAT
urgent help me please,EMERGENCY
please i feel secure please,SAFE
please someone is harassing me,HARASSMENT
he is abusing me asap,HARASSMENT
please how can i protect myself immediately,PREVENTION
urgent a man is walking behind me now,FOLLOWING
help someone is bothering me please,HARASSMENT
please a man is walking behind me asap,FOLLOWING
quick i am being assaulted now,EMERGENCY
please how to stay safe at night asap,PREVENTION
quick someone broke into my house,EMERGENCY
quick i am getting inappropriate comments immediately,HARASSMENT
i am in danger,EMERGENCY
please i reached home safely please,SAFE
please someone is harassing me immediately,HARASSMENT
please i feel secure asap,SAFE
i am in danger immediately,EMERGENCY
help i reached home safely asap,SAFE
a man is walking behind me now,FOLLOWING
help someone broke into my house immediately,EMERGENCY
please someone is attacking me immediately,EMERGENCY
please someone is bothering me immediately,HARASSMENT
safety precautions for women,PREVENTION
help someone is yelling threats now,THREAT
urgent this place feels unsafe asap,THREAT
a man is walking behind me please,FOLLOWING
help i am being assaulted immediately,EMERGENCY
please i feel like i'm being watched,FOLLOWING
urgent i am being assaulted asap,EMERGENCY
urgent someone is following me immediately,FOLLOWING
urgent i am safe now please,SAFE
someone is bothering me now,HARASSMENT
i am getting inappropriate comments asap,HARASSMENT
quick someone is attacking me asap,EMERGENCY
help someone is bothering me please,HARASSMENT
i think someone is stalking me please,FOLLOWING
please someone is yelling threats asap,THREAT
help safety precautions for women immediately,PREVENTION
help no problem now,SAFE
quick i am being assaulted now,EMERGENCY
help i am safe now please,SAFE
help someone is attacking me,EMERGENCY
quick i am in danger please,EMERGENCY
help i feel uncomfortable with someone asap,HARASSMENT
help someone is yelling threats now,THREAT
give me safety tips please,PREVENTION
urgent i am being assaulted now,EMERGENCY
quick he is abusing me asap,HARASSMENT
no problem now immediately,SAFE
quick i am getting inappropriate comments now,HARASSMENT
please someone is chasing me,FOLLOWING
help safety precautions for women please,PREVENTION
help someone is bothering me please,HARASSMENT
ways to stay safe while traveling immediately,PREVENTION
i feel secure asap,SAFE
help someone is harassing me now,HARASSMENT
help this area is dangerous immediately,THREAT
urgent this area is dangerous asap,THREAT
please i feel threatened,THREAT
i feel threatened immediately,THREAT
please someone is harassing me now,HARASSMENT
urgent no problem now immediately,SAFE
please i am getting inappropriate comments immediately,HARASSMENT
urgent someone is following me now,FOLLOWING
i am safe now,SAFE
help i feel like i'm being watched please,FOLLOWING
help he is abusing me immediately,HARASSMENT
quick i am in danger please,EMERGENCY
help i feel uncomfortable with someone now,HARASSMENT
how to stay safe at night asap,PREVENTION
please someone is yelling threats,THREAT
quick a man is walking behind me asap,FOLLOWING
